iter	Passed	Remaining
406	1339	1951
407	1340	1945
408	1342	1939
409	1343	1933
410	1346	1929
411	1350	1927
412	1355	1926
413	1357	1921
414	1358	1914
415	1360	1909
416	1362	1905
417	1364	1899
418	1364	1892
419	1366	1887
420	1368	1882
421	1370	1877
422	1373	1873
423	1378	1873
424	1380	1867
425	1381	1862
426	1387	1861
427	1394	1864
428	1398	1860
429	1399	1855
430	1401	1849
431	1402	1844
432	1407	1843
433	1409	1838
434	1414	1836
435	1416	1832
436	1418	1827
437	1419	1821
438	1426	1822
439	1429	1819
440	1431	1813
441	1432	1808
442	1434	1803
443	1436	1799
444	1441	1797
445	1443	1792
446	1445	1787
447	1450	1787
448	1454	1785
449	1457	1780
450	1459	1776
451	1464	1775
452	1466	1770
453	1470	1768
454	1473	1764
455	1475	1759
456	1484	1763
457	1486	1759
458	1489	1755
459	1491	1750
460	1496	1749
461	1499	1745
462	1501	1742
463	1504	1737
464	1517	1745
465	1519	1741
466	1521	1736
467	1526	1735
468	1531	1734
469	1533	1729
470	1535	1724
471	1537	1719
472	1541	1717
473	1543	1712
474	1545	1708
475	1547	1704
476	1553	1703
477	1555	1698
478	1557	1694
479	1568	1699
480	1570	1695
481	1573	1690
482	1578	1689
483	1580	1685
484	1584	1682
485	1586	1677
486	1588	1672
487	1598	1676
488	1600	1672
489	1602	1667
490	1607	1666
491	1610	1662
492	1614	1660
493	1616	1655
494	1618	1651
495	1627	1653
496	1630	1650
497	1632	1645
498	1633	1640
499	1638	1638
500	1640	1634
501	1644	1631
502	1646	1626
503	1648	1622
504	1662	1630
505	1664	1625
506	1669	1623
507	1671	1618
508	1675	1616
509	1677	1611
510	1679	1607
511	1685	1606
512	1688	1602
513	1690	1598
514	1692	1594
515	1694	1589
516	1699	1588
517	1702	1583
518	1706	1581
519	1707	1576
520	1709	1571
521	1717	1573
522	1721	1569
523	1723	1565
524	1725	1561
525	1729	1558
526	1733	1555
527	1735	1551
528	1736	1546
529	1738	1541
530	1743	1540
531	1745	1535
532	1749	1532
533	1751	1528
534	1752	1523
535	1754	1519
536	1761	1518
537	1766	1516
538	1768	1512
539	1774	1511
540	1779	1509
541	1781	1505
542	1783	1501
543	1788	1499
544	1790	1494
545	1793	1491
546	1796	1487
547	1797	1482
548	1798	1477
549	1804	1476
550	1806	1472
551	1809	1468
552	1811	1464
553	1813	1459
554	1813	1454
555	1818	1451
556	1820	1447
557	1823	1444
558	1824	1439
559	1826	1435
560	1828	1431
561	1836	1431
562	1839	1427
563	1841	1423
564	1843	1418
565	1848	1417
566	1852	1414
567	1855	1410
568	1857	1406
569	1858	1402
570	1869	1404
571	1870	1399
572	1873	1395
573	1879	1394
574	1883	1392
575	1886	1388
576	1887	1384
577	1889	1379
578	1893	1376
579	1895	1372
580	1897	1368
581	1899	1364
582	1904	1362
583	1907	1358
584	1911	1355
585	1913	1351
586	1915	1347
587	1917	1343
588	1921	1340
589	1923	1336
590	1925	1332
591	1931	1330
592	1933	1327
593	1938	1324
594	1940	1320
595	1942	1316
596	1949	1316
597	1953	1313
598	1956	1309
599	1962	1308
600	1963	1303
601	1968	1301
602	1970	1297
603	1972	1293
604	1978	1291
605	1981	1288
606	1983	1284
607	1985	1279
608	1986	1275
609	1991	1273
610	1994	1269
611	1998	1267
612	2000	1263
613	2002	1259
614	2016	1262
615	2018	1258
616	2024	1256
617	2027	1253
618	2030	1249
619	2032	1245
620	2033	1241
621	2040	1240
622	2043	1236
623	2045	1232
624	2047	1228
625	2049	1224
626	2053	1221
627	2055	1217
628	2058	1214
629	2066	1213
630	2070	1210
631	2072	1206
632	2074	1202
633	2076	1198
634	2081	1196
635	2083	1192
636	2085	1188
637	2096	1189
638	2098	1185
639	2100	1181
640	2105	1179
641	2107	1175
642	2112	1172
643	2114	1169
644	2116	1164
645	2121	1162
646	2124	1159
647	2126	1155
648	2128	1151
649	2130	1147
650	2135	1144
651	2137	1140
652	2141	1138
653	2143	1134
654	2146	1130
655	2155	1130
656	2157	1126
657	2160	1122
658	2165	1120
659	2167	1116
660	2170	1113
661	2173	1109
662	2175	1105
663	2180	1103
664	2184	1100
665	2187	1096
666	2188	1092
667	2190	1088
668	2196	1086
669	2200	1083
670	2203	1080
671	2205	1076
672	2206	1072
673	2214	1071
674	2216	1067
675	2218	1063
676	2220	1059
677	2226	1057
678	2230	1054
679	2234	1051
680	2241	1049
681	2243	1045
682	2246	1042
683	2249	1039
684	2256	1037
685	2265	1037
686	2267	1032
687	2273	1030
688	2276	1027
689	2278	1023
690	2279	1019
691	2281	1015
692	2287	1013
693	2288	1009
694	2293	1006
695	2295	1002
696	2297	998
697	2306	997
698	2309	994
699	2311	990
700	2313	986
701	2319	984
702	2327	983
703	2328	979
704	2337	978
705	2341	974
706	2343	971
707	2345	967
708	2346	963
709	2349	959
710	2352	956
711	2354	952
712	2356	948
713	2363	946
714	2366	943
715	2367	939
716	2369	935
717	2371	931
718	2377	928
719	2380	925
720	2383	922
721	2385	918
722	2386	914
723	2391	911
724	2394	908
725	2396	904
726	2397	900
727	2398	896
728	2400	892
729	2405	889
730	2408	886
731	2413	883
732	2414	879
733	2416	875
734	2433	877
735	2439	874
736	2443	872
737	2446	868
738	2447	864
739	2454	862
740	2458	859
741	2460	855
742	2462	851
743	2468	849
744	2470	845
745	2474	842
746	2476	838
747	2479	835
748	2486	833
749	2489	829
750	2491	826
751	2493	822
752	2499	819
753	2501	816
754	2505	813
755	2507	809
756	2509	805
757	2519	804
758	2521	800
759	2523	797
760	2524	792
761	2529	790
762	2533	787
763	2536	783
764	2537	779
765	2539	775
766	2544	772
767	2549	770
768	2551	766
769	2552	762
770	2554	758
771	2560	756
772	2562	752
773	2566	749
774	2567	745
775	2569	741
776	2577	739
777	2580	736
778	2582	732
779	2584	728
780	2588	725
781	2591	722
782	2594	718
783	2595	715
784	2597	711
785	2599	707
786	2604	704
787	2606	701
788	2608	697
789	2613	694
790	2619	692
791	2622	688
792	2634	687
793	2636	683
794	2638	680
795	2643	677
796	2645	673
797	2648	670
798	2651	667
799	2653	663
800	2660	661
801	2664	657
802	2667	654
803	2668	650
804	2674	647
805	2676	644
806	2680	640
807	2681	637
808	2683	633
809	2684	629
810	2688	626
811	2691	623
812	2693	619
813	2695	615
814	2696	612
815	2701	609
816	2704	605
817	2706	602
818	2717	600
819	2719	596
820	2721	593
821	2727	590
822	2730	587
823	2734	584
824	2736	580
825	2742	577
826	2747	574
827	2749	571
828	2751	567
829	2755	564
830	2756	560
831	2761	557
832	2763	554
833	2764	550
834	2765	546
835	2767	542
836	2773	540
837	2775	536
838	2778	533
839	2780	529
840	2782	526
841	2788	523
842	2792	520
843	2795	516
844	2797	513
845	2803	510
846	2807	507
847	2810	503
848	2812	500
849	2818	497
850	2821	493
851	2825	490
852	2827	487
853	2828	483
854	2836	481
855	2838	477
856	2843	474
857	2845	470
858	2848	467
859	2850	464
860	2852	460
861	2860	457
862	2864	454
863	2866	451
864	2868	447
865	2873	444
866	2875	441
867	2880	437
868	2881	434
869	2883	430
870	2892	428
871	2895	424
872	2897	421
873	2904	418
874	2906	415
875	2910	411
876	2912	408
877	2914	404
878	2922	402
879	2926	399
880	2928	395
881	2930	392
882	2935	388
883	2937	385
884	2941	382
885	2943	378
886	2945	375
887	2951	372
888	2953	368
889	2956	365
890	2958	361
891	2964	358
892	2965	355
893	2970	352
894	2973	348
895	2975	345
896	2991	343
897	2999	340
898	3005	337
899	3006	334
900	3013	331
901	3017	327
902	3019	324
903	3020	320
904	3022	317
905	3027	314
906	3032	310
907	3034	307
908	3036	304
909	3044	301
910	3048	297
911	3051	294
912	3053	290
913	3058	287
914	3061	284
915	3064	281
916	3066	277
917	3068	274
918	3072	270
919	3074	267
920	3076	263
921	3078	260
922	3083	257
923	3087	253
924	3090	250
925	3093	247
926	3102	244
927	3105	240
928	3107	237
929	3109	234
930	3111	230
931	3116	227
932	3118	223
933	3120	220
934	3127	217
935	3132	214
936	3134	210
937	3140	207
938	3141	204
939	3146	200
940	3148	197
941	3150	193
942	3155	190
943	3156	187
944	3160	183
945	3162	180
946	3163	177
947	3165	173
948	3167	170
949	3169	166
950	3174	163
951	3176	160
952	3185	157
953	3188	153
954	3191	150
955	3193	146
956	3199	143
957	3201	140
958	3206	137
959	3208	133
960	3210	130
961	3214	126
962	3216	123
963	3218	120
964	3223	116
965	3224	113
966	3228	110
967	3230	106
968	3232	103
969	3234	100
970	3239	96
971	3241	93
972	3243	90
973	3245	86
974	3251	83
975	3254	80
976	3257	76
977	3259	73
978	3274	70
979	3275	66
980	3277	63
981	3280	60
982	3284	56
983	3285	53
984	3287	50
985	3301	46
986	3309	43
987	3311	40
988	3316	36
989	3317	33
990	3318	30
991	3324	26
992	3328	23
993	3330	20
994	3332	16
995	3333	13
996	3335	10
997	3340	6
998	3344	3
999	3347	0
